dimension,sv_20k,sv_50k_original,sv_50k_aligned,absolute_change,relative_change_%,energy_20k_%,energy_50k_aligned_%,status
54,1.0633744,1.2407932,1.2407924,0.177418,16.684433817863464,0.559954410508515,0.5006727870208812,changed
55,1.0618746,1.2126842,1.2126843,0.15080965,14.202208817005157,0.5583760167444407,0.4782458753523452,changed
56,1.0420609,1.2005886,1.2005887,0.15852785,15.21291732788086,0.5377326782054908,0.4687532016868742,changed
57,1.0252873,1.1666206,1.1666203,0.14133298,13.784720003604889,0.5205607254311301,0.44260342103586214,changed
58,0.99871707,1.1603745,1.160374,0.16165698,16.186463832855225,0.49392978237075863,0.4378766171576509,changed
59,0.9867352,1.1252578,1.125258,0.13852274,14.038491249084473,0.4821492906561329,0.41177496255404733,changed
60,0.97425246,1.1090459,1.1090455,0.13479304,13.835535943508148,0.4700275263111414,0.3999949186008176,changed
61,0.9621569,1.0930601,1.0930599,0.130903,13.605162501335144,0.4584289736292133,0.3885470929616827,changed
62,0.9495187,1.0836531,1.0836527,0.13413405,14.126531779766083,0.44646487266851104,0.38188799362748355,changed
63,0.9319618,1.0474669,1.0474668,0.11550498,12.39374652504921,0.43010695729688586,0.35680935949273596,changed
64,0.9251774,1.0228064,1.022806,0.09762865,10.552424937486649,0.42386767191873176,0.3402062728728834,changed
65,0.8995758,1.0134097,1.013409,0.11383319,12.654095888137817,0.40073366099636076,0.3339836999302078,changed
66,0.8915367,1.0048501,1.0048498,0.11331308,12.709860503673553,0.3936033005421582,0.32836588868870714,changed
67,0.8808659,0.98521906,0.9852189,0.10435301,11.846639961004257,0.3842375781462491,0.3156611945356899,changed
68,0.8738629,0.95862603,0.9586257,0.08476275,9.699776768684387,0.3781524282794639,0.29885040889921227,changed
69,0.8654968,0.95070994,0.95070976,0.085212946,9.84555259346962,0.37094644675502353,0.2939352332217957,changed
70,0.844464,0.9154898,0.9154901,0.07102609,8.41078907251358,0.3531364545137722,0.2725605756152223,changed
71,0.82298076,0.91281855,0.9128186,0.08983785,10.916154086589813,0.3353973555822623,0.27097218532200257,changed
72,0.8156623,0.8953467,0.89534664,0.07968432,9.769277274608612,0.32945877050721945,0.260698276323221,changed
73,0.8145993,0.88426375,0.8842636,0.0696643,8.55197161436081,0.3286005660121865,0.25428410479189095,changed
74,0.79048795,0.8819553,0.8819553,0.09146738,11.571002751588821,0.30943595179569927,0.25295828952690147,changed
75,0.7874073,0.8663416,0.86634153,0.07893425,10.024577379226685,0.3070288023469946,0.24408102067225557,changed
76,0.771374,0.85443056,0.8544307,0.08305669,10.767369717359543,0.2946525788675451,0.23741568400552446,changed
77,0.75428313,0.83385444,0.83385444,0.07957131,10.549262166023254,0.28174035495310823,0.2261185697604322,changed
78,0.73550785,0.81814426,0.8181442,0.08263636,11.235278844833374,0.26788900412903144,0.2176784599187992,changed
79,0.72190684,0.81151277,0.8115127,0.08960587,12.412386387586594,0.2580730072300084,0.214163962106073,changed
80,0.70475596,0.7928837,0.7928838,0.08812785,12.504732608795166,0.2459562059110789,0.20444422417899918,changed
81,0.6962856,0.7729544,0.77295446,0.07666886,11.011122167110443,0.24007951328447377,0.19429586642003252,changed
82,0.6797623,0.7507411,0.7507409,0.07097858,10.441676527261734,0.2288202324138202,0.18328877925835346,changed
83,0.66977733,0.7467806,0.74678093,0.0770036,11.496895551681519,0.2221473621488262,0.1813602820353988,changed
84,0.66575456,0.73318994,0.7331901,0.06743556,10.129192471504211,0.2194868790891839,0.17481912780530642,changed
85,0.6573105,0.7063344,0.7063344,0.049023926,7.4582599103450775,0.21395448218310556,0.16224692422450954,changed
86,0.64524055,0.69233835,0.6923381,0.047097564,7.299225777387619,0.2061690962380661,0.15588065320859598,changed
87,0.6300446,0.6906394,0.6906395,0.060594916,9.617560356855392,0.19657252992605415,0.15511670243402265,changed
88,0.62492645,0.6858995,0.68589926,0.06097281,9.756797552108765,0.19339181007415043,0.15299470746796945,changed
89,0.5930663,0.6658095,0.66580945,0.07274318,12.265606969594955,0.1741753632743521,0.14416361202865466,changed
90,0.59022546,0.64795387,0.647954,0.05772853,9.780758619308472,0.1725107423368213,0.13653502529119205,changed
91,0.5811763,0.6272981,0.6272983,0.046122015,7.935976982116699,0.1672615169116372,0.12796875856711576,changed
92,0.56321913,0.6156955,0.6156955,0.052476346,9.317216277122498,0.15708512535905633,0.12327859260317434,changed
93,0.5477312,0.60187846,0.60187835,0.054147124,9.88571047782898,0.14856457366502837,0.11780756462942954,changed
94,0.5358535,0.5776258,0.577626,0.041772485,7.795504480600357,0.14219110192372997,0.10850486064558437,changed
95,0.52592885,0.56815034,0.5681506,0.042221725,8.028029650449753,0.13697277862130772,0.10497421859702186,changed
96,0.51082355,0.5383995,0.5383997,0.027576149,5.398370698094368,0.12921772369913212,0.09426823037316891,changed
97,0.49229047,0.5326913,0.5326913,0.040400833,8.206706494092941,0.12001157075249302,0.09227986479254092,changed
98,0.47984084,0.52740276,0.5274026,0.047561735,9.911981225013733,0.11401833487516627,0.09045659618422164,changed
99,0.47610575,0.50504375,0.5050437,0.028937936,6.078048050403595,0.11225019922260662,0.08294947332762119,changed
100,0.4447677,0.4977107,0.49771062,0.0529429,11.903494596481323,0.09795954858734612,0.08055816207036204,changed
101,0.4375935,0.47499892,0.474999,0.03740552,8.548006415367126,0.09482480816299907,0.07337382369886514,changed
102,0.43357104,0.46125343,0.46125335,0.027682304,6.384721398353577,0.09308952230726497,0.06918864083880416,changed
103,0.41193438,0.45205015,0.4520502,0.040115833,9.738403558731079,0.0840303821160642,0.0664552185718582,changed
104,0.40574488,0.44548067,0.44548076,0.039735883,9.793317317962646,0.08152416617769338,0.06453772517815028,changed
105,0.38844088,0.42328438,0.42328453,0.034843653,8.970130234956741,0.07471883992784319,0.05826671528801127,changed
106,0.358993,0.4127415,0.41274163,0.053748637,14.972057938575745,0.06381932609023419,0.05540032270559544,changed
107,0.35075003,0.40017873,0.40017873,0.0494287,14.092287421226501,0.06092221704299621,0.052079133073381634,changed
108,0.33179253,0.39233488,0.39233515,0.060542613,18.247129023075104,0.054514682257082316,0.050057617182616386,changed
109,0.32243523,0.37722865,0.37722862,0.054793388,16.993610560894012,0.05148316567080648,0.046276979655314826,changed
110,0.316585,0.3647414,0.36474136,0.04815635,15.211191773414612,0.04963190532481294,0.043263909021472424,changed
111,0.30893666,0.35034695,0.3503471,0.041410446,13.404186069965363,0.047262767608670264,0.03991653180248037,changed
112,0.2931242,0.34361416,0.34361425,0.05049005,17.2247976064682,0.04254843732794321,0.03839706908938438,changed
113,0.2881429,0.32450014,0.3245,0.036357105,12.61773407459259,0.04111460126278152,0.034244050552918216,changed
114,0.28038496,0.31879038,0.31879032,0.03840536,13.697367906570435,0.038930473819040155,0.03304958298046285,changed
115,0.2603781,0.30971694,0.30971685,0.049338758,18.948890268802643,0.033572922687068824,0.03119503020971531,changed
116,0.2523858,0.30229485,0.30229488,0.049909085,19.774918258190155,0.03154351483565209,0.02971784583716959,changed
117,0.2439876,0.28943917,0.28943908,0.045451477,18.628600239753723,0.029479206950416798,0.027243950750315157,changed
118,0.23695847,0.2796817,0.2796818,0.042723328,18.02987903356552,0.027805118897694527,0.025438070086989464,changed
119,0.22432987,0.26359937,0.2635994,0.03926952,17.505256831645966,0.0249203703714298,0.022596676214621515,changed
120,0.21416275,0.25055724,0.25055712,0.036394373,16.993792355060577,0.02271266765265681,0.020415934082655865,changed
