ratio,seed,iter,BRC_star_adapted,WRC_star,collapse_score,direction_diversity,effective_rank,norm_variance,row_norm_std,sigma_weight,token_spread
2,42,17000,0.353784,0.234413,1.272966,0.654007,68.256542,1.045541,1.022517,1.022517,0.171801
9,123,25000,0.459817,0.207043,1.383810,0.607930,68.256216,1.375443,1.172793,1.172793,0.183327
15,456,48000,0.431590,0.269492,1.165386,0.653600,68.249251,1.552345,1.245932,1.245932,0.197240
15,456,49000,0.430466,0.273248,1.157992,0.655097,68.247885,1.557696,1.248077,1.248077,0.197846
10,456,32000,0.419538,0.231371,1.261561,0.638807,68.243491,1.349160,1.161533,1.161533,0.186307
9,456,46000,0.372083,0.260893,1.098141,0.678955,68.240172,1.343229,1.158978,1.158978,0.192353
9,456,32000,0.396634,0.229737,1.226294,0.651418,68.230118,1.294709,1.137853,1.137853,0.184256
7,42,33000,0.381426,0.245962,1.159792,0.665732,68.229663,1.302058,1.141077,1.141077,0.188214
20,456,34000,0.493293,0.229134,1.357284,0.604890,68.227711,1.558744,1.248497,1.248497,0.191103
7,42,32000,0.390315,0.243919,1.182547,0.659575,68.221823,1.314581,1.146552,1.146552,0.187875
12,456,48000,0.417303,0.266406,1.145818,0.659493,68.219123,1.501939,1.225536,1.225536,0.197174
1,42,21000,0.304927,0.249992,1.114430,0.693486,68.214113,0.989671,0.994822,0.994822,0.175041
9,42,24000,0.415614,0.218910,1.318684,0.630320,68.212129,1.263946,1.124253,1.124253,0.180340
7,42,35000,0.374510,0.250290,1.132828,0.672150,68.205494,1.304896,1.142320,1.142320,0.189408
7,42,31000,0.395052,0.241025,1.197738,0.655898,68.203900,1.318055,1.148066,1.148066,0.187293
1,456,27000,0.322470,0.240957,1.119199,0.687698,68.201754,1.066180,1.032560,1.032560,0.179040
9,456,33000,0.397223,0.231774,1.219069,0.652446,68.200648,1.306242,1.142910,1.142910,0.185098
9,456,37000,0.396050,0.239784,1.187104,0.657927,68.193754,1.340484,1.157793,1.157793,0.188158
2,123,26000,0.383637,0.225250,1.238304,0.651844,68.192291,1.214210,1.101912,1.101912,0.181156
0,456,24000,0.276398,0.252662,1.032780,0.714875,68.188519,0.939719,0.969391,0.969391,0.176076
9,42,26000,0.419961,0.222121,1.300355,0.632108,68.185203,1.303095,1.141532,1.141532,0.182917
12,123,27000,0.468846,0.208602,1.389256,0.605551,68.184553,1.412789,1.188608,1.188608,0.183929
20,456,37000,0.492568,0.236062,1.333381,0.609067,68.184130,1.587552,1.259981,1.259981,0.193189
7,456,44000,0.382848,0.262629,1.109217,0.674376,68.182667,1.382354,1.175735,1.175735,0.193562
15,456,50000,0.430000,0.276852,1.152839,0.656175,68.179838,1.564087,1.250635,1.250635,0.198242
7,42,30000,0.400456,0.239098,1.213309,0.651958,68.179708,1.323869,1.150595,1.150595,0.186854
7,456,30000,0.411418,0.229192,1.254518,0.642740,68.178473,1.326165,1.151592,1.151592,0.184779
3,456,19000,0.383253,0.218942,1.320674,0.639366,68.174929,1.129376,1.062721,1.062721,0.173068
5,123,23000,0.413058,0.217201,1.344764,0.626679,68.173499,1.224214,1.106442,1.106442,0.177611
8,456,34000,0.414559,0.236558,1.235929,0.644718,68.170996,1.361528,1.166845,1.166845,0.187461
12,42,48000,0.383966,0.260885,1.086014,0.677924,68.168428,1.421243,1.192159,1.192159,0.196567
7,456,36000,0.400937,0.241601,1.187298,0.656474,68.166803,1.362174,1.167122,1.167122,0.189334
0,123,22000,0.313729,0.234708,1.144578,0.685845,68.166023,0.997287,0.998643,0.998643,0.174472
9,456,36000,0.400801,0.237692,1.200839,0.654460,68.165308,1.345424,1.159924,1.159924,0.187749
6,123,25000,0.421222,0.213531,1.325961,0.627760,68.158515,1.280488,1.131587,1.131587,0.180732
12,456,49000,0.419087,0.269210,1.141584,0.659815,68.156792,1.517675,1.231939,1.231939,0.197994
12,42,49000,0.388251,0.263359,1.085365,0.676963,68.155135,1.444512,1.201879,1.201879,0.197630
10,42,38000,0.390607,0.240346,1.163334,0.663191,68.154452,1.344975,1.159730,1.159730,0.189520
7,456,42000,0.391137,0.256697,1.132663,0.668204,68.151755,1.389675,1.178845,1.178845,0.192935
7,456,43000,0.387573,0.259503,1.122167,0.670922,68.151365,1.387106,1.177755,1.177755,0.193252
5,42,19000,0.407569,0.224136,1.352359,0.626477,68.150845,1.190603,1.091148,1.091148,0.176201
9,42,27000,0.420416,0.223029,1.288381,0.634120,68.149285,1.320323,1.149053,1.149053,0.183985
8,456,33000,0.416904,0.234165,1.246705,0.642389,68.146523,1.359096,1.165803,1.165803,0.186845
8,42,26000,0.429692,0.224789,1.309271,0.628444,68.144963,1.337415,1.156467,1.156467,0.183788
2,456,26000,0.356733,0.232369,1.183267,0.668348,68.141259,1.156965,1.075623,1.075623,0.180285
4,456,25000,0.381291,0.225657,1.246269,0.651464,68.137068,1.196787,1.093977,1.093977,0.179664
20,456,38000,0.493727,0.238251,1.326632,0.609986,68.133656,1.602558,1.265922,1.265922,0.193988
20,456,35000,0.500200,0.230676,1.355245,0.603664,68.133396,1.592798,1.262061,1.262061,0.192446
20,456,36000,0.499193,0.233215,1.348236,0.605033,68.127679,1.597405,1.263885,1.263885,0.192951
0,42,15000,0.283183,0.247080,1.132598,0.696756,68.126964,0.872066,0.933845,0.933845,0.167742
12,456,50000,0.418461,0.272703,1.136997,0.660703,68.124105,1.521071,1.233317,1.233317,0.198415
9,123,27000,0.474445,0.209549,1.380178,0.604868,68.120240,1.441737,1.200724,1.200724,0.186291
8,456,31000,0.422493,0.228819,1.267402,0.637698,68.118648,1.359868,1.166134,1.166134,0.185862
7,42,36000,0.376720,0.252373,1.126720,0.672748,68.113029,1.325175,1.151163,1.151163,0.190447
8,456,35000,0.415921,0.237818,1.230343,0.645422,68.111990,1.375937,1.173003,1.173003,0.188195
7,456,35000,0.411173,0.239224,1.207938,0.650452,68.111113,1.383683,1.176301,1.176301,0.189376
3,123,22000,0.404994,0.220003,1.339592,0.629841,68.110983,1.197072,1.094108,1.094108,0.176322
15,123,33000,0.508090,0.217226,1.375318,0.599214,68.110431,1.607151,1.267734,1.267734,0.191413
9,123,26000,0.471807,0.208511,1.388583,0.604298,68.108710,1.421645,1.192327,1.192327,0.184969
7,456,45000,0.383134,0.265585,1.103861,0.675368,68.107670,1.392890,1.180208,1.180208,0.194088
7,456,41000,0.392575,0.254148,1.139303,0.666826,68.106826,1.388358,1.178286,1.178286,0.192437
5,456,27000,0.394619,0.226100,1.247342,0.648084,68.106436,1.257418,1.121346,1.121346,0.182132
4,123,21000,0.414512,0.218293,1.366389,0.622783,68.103059,1.207517,1.098871,1.098871,0.176068
6,456,26000,0.408209,0.226189,1.280295,0.639373,68.097019,1.281294,1.131943,1.131943,0.181675
8,456,32000,0.422079,0.231475,1.259097,0.639166,68.096142,1.368271,1.169731,1.169731,0.186582
7,456,40000,0.396578,0.251070,1.152737,0.663521,68.095655,1.389123,1.178610,1.178610,0.191896
1,123,22000,0.354248,0.229590,1.231783,0.660704,68.092246,1.090078,1.044068,1.044068,0.175451
7,42,29000,0.405817,0.236299,1.230909,0.647870,68.089324,1.328175,1.152465,1.152465,0.186073
7,456,31000,0.421029,0.230108,1.256027,0.640074,68.085720,1.368346,1.169763,1.169763,0.186559
5,123,24000,0.420897,0.218800,1.343359,0.624885,68.085558,1.258988,1.122046,1.122046,0.179237
9,42,28000,0.418880,0.225796,1.276443,0.636635,68.083804,1.328901,1.152780,1.152780,0.184670
7,456,37000,0.402811,0.243780,1.183260,0.656754,68.081662,1.377183,1.173534,1.173534,0.190085
9,42,25000,0.424552,0.220144,1.318385,0.628118,68.080818,1.303321,1.141631,1.141631,0.182074
7,123,28000,0.433984,0.216586,1.319314,0.625343,68.079357,1.341775,1.158350,1.158350,0.183979
9,456,35000,0.405885,0.235417,1.213475,0.651223,68.074812,1.354285,1.163738,1.163738,0.187420
3,42,21000,0.364881,0.241391,1.229276,0.658483,68.071696,1.141506,1.068413,1.068413,0.177820
10,123,25000,0.467880,0.208292,1.410613,0.601430,68.070041,1.378028,1.173894,1.173894,0.182551
4,42,20000,0.394192,0.233472,1.307919,0.637747,68.063355,1.184110,1.088168,1.088168,0.176969
20,123,46000,0.487210,0.245430,1.232859,0.626272,68.057416,1.699504,1.303650,1.303650,0.203139
7,456,39000,0.398530,0.249175,1.163357,0.661289,68.055631,1.384411,1.176610,1.176610,0.191149
12,42,50000,0.388294,0.266002,1.079179,0.678211,68.053262,1.456066,1.206675,1.206675,0.198179
4,456,26000,0.389748,0.226163,1.247017,0.649120,68.053100,1.233815,1.110772,1.110772,0.181375
2,123,28000,0.397494,0.227912,1.234481,0.648859,68.044144,1.281436,1.132005,1.132005,0.184444
9,456,47000,0.382232,0.263752,1.104441,0.675579,68.036292,1.388148,1.178197,1.178197,0.193742
1,123,23000,0.357295,0.230843,1.225276,0.660963,68.016635,1.110605,1.053852,1.053852,0.176702
8,123,29000,0.455584,0.213724,1.334204,0.617462,68.014754,1.418363,1.190951,1.190951,0.186716
10,456,33000,0.434737,0.233290,1.272500,0.633376,68.007003,1.406087,1.185786,1.185786,0.188113
10,42,39000,0.400155,0.241984,1.167254,0.660327,68.004442,1.387825,1.178060,1.178060,0.191002
7,42,37000,0.378786,0.254599,1.120532,0.673542,68.002626,1.346276,1.160291,1.160291,0.191342
7,456,34000,0.419872,0.236995,1.227520,0.645119,68.001945,1.399808,1.183135,1.183135,0.189104
6,42,26000,0.409064,0.234761,1.258695,0.641931,67.995330,1.305117,1.142417,1.142417,0.184476
7,456,38000,0.405320,0.246527,1.177897,0.657133,67.994098,1.397476,1.182149,1.182149,0.191084
1,42,22000,0.318340,0.251846,1.123460,0.688297,67.985215,1.043038,1.021292,1.021292,0.177449
7,456,32000,0.424728,0.233010,1.251481,0.639976,67.982200,1.391747,1.179723,1.179723,0.187678
9,456,34000,0.411325,0.233391,1.228751,0.647460,67.978894,1.361299,1.166747,1.166747,0.186909
1,456,28000,0.332645,0.241055,1.124400,0.684279,67.978861,1.110078,1.053602,1.053602,0.180791
7,456,46000,0.392959,0.268571,1.109976,0.672018,67.974583,1.435471,1.198111,1.198111,0.195486
12,123,28000,0.485875,0.209389,1.398906,0.599975,67.966642,1.475278,1.214610,1.214610,0.185956
8,42,27000,0.442123,0.225828,1.313325,0.624821,67.956953,1.388708,1.178435,1.178435,0.185671
2,42,18000,0.372185,0.236280,1.285030,0.647167,67.953291,1.112701,1.054846,1.054846,0.174572
20,456,39000,0.503533,0.240389,1.329332,0.607453,67.945547,1.645408,1.282735,1.282735,0.195296
9,456,48000,0.387465,0.266613,1.105671,0.674122,67.944478,1.413699,1.188991,1.188991,0.194733
12,123,30000,0.488079,0.210938,1.383124,0.601975,67.944348,1.503691,1.226251,1.226251,0.187773
2,123,27000,0.398758,0.227070,1.248783,0.646393,67.943085,1.271676,1.127686,1.127686,0.183162
9,123,28000,0.486286,0.210452,1.383949,0.601504,67.939683,1.489142,1.220304,1.220304,0.187941
0,456,25000,0.287466,0.253900,1.041580,0.710411,67.933593,0.985392,0.992669,0.992669,0.178029
12,123,29000,0.492139,0.209533,1.395316,0.598995,67.926240,1.506176,1.227264,1.227264,0.187394
7,456,33000,0.424210,0.234926,1.243721,0.641462,67.922127,1.399883,1.183167,1.183167,0.188279
10,123,26000,0.482465,0.208938,1.416278,0.597009,67.918823,1.433312,1.197210,1.197210,0.184542
6,123,26000,0.437714,0.214904,1.335838,0.622198,67.914775,1.342310,1.158581,1.158581,0.182820
9,456,49000,0.388860,0.269753,1.102872,0.674259,67.914775,1.425082,1.193768,1.193768,0.195357
5,123,25000,0.432046,0.219568,1.346912,0.621709,67.911440,1.304392,1.142100,1.142100,0.180858
9,42,29000,0.425886,0.228119,1.273577,0.635577,67.910242,1.365768,1.168661,1.168661,0.186141
4,42,21000,0.406300,0.234459,1.308777,0.634559,67.905061,1.236111,1.111805,1.111805,0.179224
3,456,20000,0.400639,0.219884,1.330939,0.633312,67.903733,1.193749,1.092588,1.092588,0.175511
2,123,29000,0.403503,0.229752,1.233669,0.647632,67.901434,1.311299,1.145119,1.145119,0.185626
5,456,29000,0.406825,0.229407,1.242066,0.645973,67.900495,1.320518,1.149138,1.149138,0.185031
8,456,37000,0.429663,0.241648,1.231913,0.641866,67.898099,1.439342,1.199726,1.199726,0.190714
5,456,28000,0.407174,0.227451,1.253141,0.644080,67.893308,1.308744,1.144004,1.144004,0.184022
7,456,47000,0.400262,0.271304,1.111504,0.670071,67.890362,1.471802,1.213179,1.213179,0.196831
10,42,40000,0.407931,0.244181,1.169676,0.658156,67.884049,1.424022,1.193324,1.193324,0.192255
15,123,34000,0.525405,0.219000,1.384510,0.593858,67.883078,1.673522,1.293647,1.293647,0.193347
1,42,23000,0.318832,0.254684,1.113769,0.689752,67.878903,1.056102,1.027668,1.027668,0.178556
2,123,30000,0.403096,0.231215,1.223198,0.649395,67.878191,1.321843,1.149714,1.149714,0.186630
2,123,31000,0.401928,0.233361,1.212101,0.651471,67.878158,1.329899,1.153212,1.153212,0.187542
8,456,36000,0.429560,0.239416,1.239040,0.640791,67.870520,1.430054,1.195849,1.195849,0.189909
4,123,22000,0.434066,0.219073,1.379814,0.615707,67.869420,1.275812,1.129518,1.129518,0.178511
5,42,20000,0.425332,0.225782,1.360300,0.620828,67.864663,1.258302,1.121741,1.121741,0.178741
5,456,30000,0.411495,0.231442,1.238560,0.645435,67.844991,1.346904,1.160562,1.160562,0.186272
3,123,23000,0.425267,0.220736,1.355273,0.622241,67.842597,1.267343,1.125763,1.125763,0.178732
2,456,27000,0.373788,0.233414,1.197870,0.661658,67.841529,1.220505,1.104765,1.104765,0.182453
0,123,23000,0.333555,0.236132,1.166738,0.676889,67.841497,1.065693,1.032324,1.032324,0.176935
5,42,21000,0.429363,0.227370,1.350107,0.621359,67.838779,1.285861,1.133958,1.133958,0.180453
7,123,29000,0.449853,0.217746,1.329277,0.619926,67.833701,1.400893,1.183593,1.183593,0.185925
6,456,27000,0.427299,0.227425,1.296189,0.632089,67.825356,1.348896,1.161420,1.161420,0.183840
2,42,19000,0.381583,0.238577,1.282571,0.644941,67.824580,1.154984,1.074702,1.074702,0.176834
7,42,39000,0.390838,0.259121,1.125317,0.669620,67.823319,1.399476,1.182995,1.182995,0.193589
9,42,36000,0.420184,0.241345,1.202114,0.649163,67.821281,1.434394,1.197662,1.197662,0.191850
5,123,26000,0.443170,0.220869,1.349315,0.618536,67.812033,1.349689,1.161761,1.161761,0.182709
4,456,27000,0.404590,0.227787,1.257112,0.643790,67.811548,1.290089,1.135821,1.135821,0.183355
20,456,43000,0.506038,0.252231,1.302337,0.611662,67.811160,1.698029,1.303084,1.303084,0.198186
12,123,31000,0.496559,0.212633,1.382401,0.600185,67.809931,1.542494,1.241972,1.241972,0.189218
7,42,40000,0.386455,0.262014,1.113181,0.672806,67.803917,1.395043,1.181119,1.181119,0.193927
5,456,31000,0.409820,0.232667,1.228706,0.647556,67.795059,1.352092,1.162795,1.162795,0.186841
6,123,27000,0.449642,0.215623,1.339924,0.618617,67.787915,1.389989,1.178978,1.178978,0.184630
7,42,38000,0.389891,0.256739,1.127592,0.669786,67.782323,1.394103,1.180722,1.180722,0.192849
7,42,41000,0.386041,0.264504,1.106234,0.674083,67.781968,1.402990,1.184479,1.184479,0.194618
8,123,30000,0.470591,0.214933,1.341994,0.612745,67.781774,1.476698,1.215195,1.215195,0.188567
20,456,42000,0.510062,0.249191,1.314392,0.608648,67.781515,1.698677,1.303333,1.303333,0.197744
1,123,24000,0.371494,0.231914,1.235224,0.655706,67.781354,1.164243,1.079001,1.079001,0.178730
20,456,45000,0.500353,0.257532,1.282269,0.616489,67.781257,1.702149,1.304664,1.304664,0.199088
20,123,47000,0.507866,0.247230,1.246508,0.619469,67.777475,1.781218,1.334623,1.334623,0.205278
9,456,50000,0.394305,0.273553,1.105494,0.672553,67.774631,1.450048,1.204179,1.204179,0.196200
9,123,30000,0.496337,0.213216,1.374355,0.600832,67.773242,1.546116,1.243429,1.243429,0.190440
0,42,16000,0.300390,0.249032,1.143365,0.690146,67.767069,0.939848,0.969458,0.969458,0.171002
5,123,27000,0.446107,0.222321,1.343173,0.618849,67.764969,1.369884,1.170420,1.170420,0.183769
8,456,38000,0.435851,0.243713,1.232500,0.640409,67.762513,1.469121,1.212073,1.212073,0.191757
9,42,35000,0.425976,0.239319,1.216361,0.645397,67.758959,1.443062,1.201275,1.201275,0.191528
20,456,44000,0.504426,0.254598,1.293225,0.613706,67.756697,1.705136,1.305809,1.305809,0.198706
3,42,22000,0.380619,0.243485,1.236533,0.653452,67.753144,1.206297,1.098316,1.098316,0.180258
9,123,29000,0.496885,0.211872,1.384947,0.599013,67.752659,1.535506,1.239155,1.239155,0.189532
20,456,40000,0.515627,0.242986,1.334558,0.604021,67.741514,1.695613,1.302157,1.302157,0.196712
20,456,46000,0.498307,0.260568,1.273654,0.618496,67.741288,1.706061,1.306162,1.306162,0.199535
1,456,29000,0.344811,0.241084,1.133386,0.679679,67.739931,1.158755,1.076455,1.076455,0.182623
1,456,31000,0.345519,0.243241,1.115279,0.682427,67.738413,1.183747,1.088001,1.088001,0.184747
12,123,32000,0.504555,0.213312,1.381159,0.598524,67.731340,1.579421,1.256750,1.256750,0.190681
20,456,41000,0.515458,0.245478,1.325221,0.605634,67.727690,1.708394,1.307056,1.307056,0.197585
20,456,48000,0.495029,0.267062,1.257695,0.622001,67.725753,1.715067,1.309606,1.309606,0.200549
10,456,34000,0.454061,0.235063,1.288238,0.626244,67.720909,1.475887,1.214861,1.214861,0.190130
15,123,36000,0.541892,0.222210,1.380880,0.590662,67.719423,1.752518,1.323827,1.323827,0.196433
6,42,27000,0.425350,0.236569,1.266555,0.636835,67.717583,1.371780,1.171230,1.171230,0.186735
2,42,20000,0.382971,0.241106,1.268197,0.647013,67.717292,1.177106,1.084945,1.084945,0.178337
8,42,29000,0.456329,0.228810,1.307642,0.622473,67.717260,1.461031,1.208731,1.208731,0.188708
9,42,34000,0.428544,0.237149,1.227835,0.642846,67.714354,1.439727,1.199886,1.199886,0.190881
10,123,27000,0.498233,0.209290,1.423652,0.592114,67.713353,1.492064,1.221501,1.221501,0.186507
9,42,30000,0.436206,0.230137,1.275429,0.632971,67.710996,1.412483,1.188479,1.188479,0.187769
7,42,42000,0.388518,0.267269,1.103435,0.673937,67.707606,1.419774,1.191543,1.191543,0.195498
9,42,33000,0.436664,0.235246,1.246160,0.637679,67.704635,1.452473,1.205186,1.205186,0.190750
5,42,22000,0.433982,0.230282,1.341394,0.621732,67.701891,1.316268,1.147287,1.147287,0.181997
6,456,28000,0.440417,0.228085,1.301967,0.627867,67.700665,1.400656,1.183493,1.183493,0.185824
4,456,28000,0.413689,0.229525,1.259771,0.641050,67.700406,1.328248,1.152497,1.152497,0.184933
8,42,28000,0.457154,0.227139,1.319303,0.620349,67.699438,1.449960,1.204143,1.204143,0.187766
20,456,49000,0.493932,0.270455,1.250160,0.623607,67.697792,1.722074,1.312278,1.312278,0.201076
20,456,47000,0.497756,0.263958,1.265551,0.620065,67.697695,1.716382,1.310108,1.310108,0.200213
9,123,31000,0.504458,0.213972,1.372810,0.599223,67.691562,1.584330,1.258702,1.258702,0.191939
7,456,48000,0.413149,0.274345,1.121586,0.665356,67.691013,1.524221,1.234593,1.234593,0.198367
7,42,43000,0.386892,0.269995,1.094719,0.675860,67.689044,1.424673,1.193597,1.193597,0.196094
1,123,25000,0.377322,0.233054,1.232045,0.654709,67.676167,1.194137,1.092766,1.092766,0.180258
3,456,21000,0.416594,0.220846,1.339015,0.628033,67.674812,1.254341,1.119974,1.119974,0.177792
1,456,32000,0.344384,0.244576,1.105805,0.684419,67.673908,1.190866,1.091268,1.091268,0.185386
15,123,37000,0.543119,0.224520,1.373249,0.591753,67.672359,1.769880,1.330368,1.330368,0.197285
2,123,33000,0.417079,0.235823,1.213538,0.647608,67.670713,1.400826,1.183565,1.183565,0.190384
2,456,28000,0.388416,0.234840,1.207364,0.656304,67.663905,1.277162,1.130116,1.130116,0.184666
9,42,32000,0.441879,0.232066,1.261430,0.633876,67.662711,1.456629,1.206909,1.206909,0.190246
9,42,37000,0.424380,0.243347,1.199435,0.648829,67.660066,1.460400,1.208470,1.208470,0.192780
20,456,50000,0.494485,0.273960,1.245185,0.624335,67.657549,1.732625,1.316292,1.316292,0.201694
2,123,32000,0.412166,0.234915,1.216708,0.648406,67.656678,1.374237,1.172279,1.172279,0.188971
7,456,49000,0.416185,0.278019,1.119037,0.665117,67.640550,1.544501,1.242779,1.242779,0.199260
1,42,24000,0.331100,0.255810,1.119688,0.685655,67.631293,1.109447,1.053303,1.053303,0.180743
20,123,48000,0.520055,0.249318,1.251636,0.615904,67.627327,1.833242,1.353973,1.353973,0.206875
4,42,22000,0.423151,0.236145,1.316559,0.629210,67.624102,1.302371,1.141214,1.141214,0.181635
1,456,30000,0.352886,0.241691,1.135268,0.677319,67.623522,1.195973,1.093605,1.093605,0.184233
6,456,29000,0.444860,0.230615,1.300659,0.626939,67.618169,1.421958,1.192459,1.192459,0.186825
8,123,32000,0.486606,0.217880,1.342458,0.608955,67.616396,1.548465,1.244373,1.244373,0.191291
10,42,41000,0.424979,0.247014,1.184049,0.651899,67.601147,1.490472,1.220849,1.220849,0.193992
20,123,50000,0.521066,0.254536,1.239815,0.617548,67.599342,1.856233,1.362437,1.362437,0.208475
10,123,30000,0.506884,0.212644,1.401519,0.593860,67.599278,1.557637,1.248053,1.248053,0.189785
5,456,32000,0.421604,0.233837,1.233910,0.643929,67.594830,1.401957,1.184043,1.184043,0.188572
15,123,35000,0.546304,0.220253,1.396472,0.587325,67.590575,1.752479,1.323812,1.323812,0.195513
10,456,35000,0.467371,0.237098,1.294328,0.622086,67.586321,1.529452,1.236710,1.236710,0.191977
6,456,30000,0.450431,0.231726,1.297633,0.625974,67.578522,1.450282,1.204276,1.204276,0.188237
4,456,29000,0.420509,0.231285,1.259340,0.639464,67.578297,1.360358,1.166344,1.166344,0.186290
3,123,24000,0.445898,0.221302,1.370005,0.614784,67.570725,1.339866,1.157526,1.157526,0.181179
4,123,23000,0.457055,0.219825,1.396874,0.607406,67.568727,1.355344,1.164192,1.164192,0.181052
20,123,49000,0.524658,0.251872,1.248880,0.615307,67.555164,1.860049,1.363836,1.363836,0.208030
0,456,26000,0.307941,0.254639,1.064475,0.701197,67.554487,1.062101,1.030583,1.030583,0.180704
8,123,31000,0.487687,0.216896,1.352508,0.607121,67.554423,1.540864,1.241315,1.241315,0.190482
7,456,50000,0.422757,0.281338,1.123751,0.662657,67.552619,1.570498,1.253195,1.253195,0.200194
9,123,33000,0.514241,0.217843,1.365309,0.598327,67.549688,1.639035,1.280248,1.280248,0.194199
8,456,39000,0.449853,0.245966,1.242616,0.635488,67.546306,1.523060,1.234123,1.234123,0.193343
9,42,39000,0.430200,0.246736,1.189964,0.649145,67.545404,1.503436,1.226147,1.226147,0.194845
7,123,30000,0.467865,0.219769,1.340357,0.613980,67.545340,1.468997,1.212022,1.212022,0.187998
2,456,29000,0.391180,0.237055,1.202698,0.656491,67.545082,1.296809,1.138775,1.138775,0.185616
9,123,34000,0.509704,0.219786,1.353411,0.601494,67.544985,1.635936,1.279037,1.279037,0.194446
0,42,17000,0.311280,0.250166,1.143404,0.687062,67.543697,0.989431,0.994702,0.994702,0.173690
6,123,28000,0.467178,0.216490,1.350500,0.612797,67.531814,1.455749,1.206544,1.206544,0.186711
15,123,38000,0.550849,0.226846,1.373027,0.590210,67.529721,1.806939,1.344224,1.344224,0.198457
10,123,31000,0.507145,0.213292,1.390936,0.595655,67.527177,1.573113,1.254238,1.254238,0.190700
0,456,27000,0.312264,0.255734,1.060170,0.700711,67.523120,1.088587,1.043354,1.043354,0.182303
9,123,32000,0.514397,0.215645,1.374969,0.596748,67.520093,1.627210,1.275622,1.275622,0.193281
7,123,31000,0.471656,0.221140,1.335402,0.613885,67.517389,1.492163,1.221541,1.221541,0.189138
15,123,39000,0.550973,0.229675,1.364748,0.591659,67.515779,1.820602,1.349297,1.349297,0.199206
10,42,42000,0.430394,0.249118,1.184884,0.650526,67.512495,1.516716,1.231550,1.231550,0.194943
15,123,40000,0.554076,0.231411,1.359250,0.591863,67.510017,1.843006,1.357573,1.357573,0.200266
12,123,33000,0.518645,0.214464,1.386034,0.594561,67.508278,1.636402,1.279220,1.279220,0.192517
0,123,24000,0.354836,0.236950,1.188318,0.667808,67.503965,1.140977,1.068165,1.068165,0.179548
5,123,28000,0.461244,0.223857,1.351915,0.614019,67.502999,1.428006,1.194992,1.194992,0.185507
8,42,30000,0.466887,0.230612,1.308476,0.619974,67.501165,1.509378,1.228567,1.228567,0.190434
12,123,35000,0.525135,0.218254,1.374751,0.594811,67.499523,1.679681,1.296025,1.296025,0.194736
9,42,31000,0.446728,0.231421,1.277394,0.630270,67.499040,1.459878,1.208254,1.208254,0.189441
10,123,28000,0.515282,0.209652,1.432012,0.586898,67.496755,1.555875,1.247347,1.247347,0.188477
7,42,44000,0.396568,0.273100,1.101116,0.672610,67.492314,1.467249,1.211300,1.211300,0.197326
9,42,38000,0.430467,0.245309,1.196880,0.648058,67.490544,1.496019,1.223119,1.223119,0.194049
3,42,23000,0.394403,0.245059,1.240720,0.649449,67.485781,1.265841,1.125096,1.125096,0.182538
1,456,33000,0.353848,0.246056,1.111363,0.681244,67.478605,1.232297,1.110089,1.110089,0.186816
12,123,36000,0.522013,0.221018,1.364842,0.597212,67.476096,1.679619,1.296001,1.296001,0.195117
4,42,23000,0.432724,0.237969,1.313198,0.627423,67.471302,1.348931,1.161435,1.161435,0.183717
10,123,29000,0.519314,0.210463,1.424363,0.587235,67.471141,1.582905,1.258135,1.258135,0.189789
6,42,30000,0.437932,0.242712,1.246808,0.637041,67.470369,1.455788,1.206560,1.206560,0.191110
2,42,21000,0.394350,0.242775,1.267944,0.644274,67.464771,1.228944,1.108577,1.108577,0.180553
1,123,26000,0.388360,0.233644,1.236668,0.651254,67.455571,1.240076,1.113587,1.113587,0.182005
10,42,43000,0.434750,0.250689,1.183236,0.649882,67.455088,1.541880,1.241725,1.241725,0.195898
5,42,23000,0.449028,0.231775,1.345972,0.617448,67.454606,1.377734,1.173769,1.173769,0.184220
12,123,34000,0.529329,0.216026,1.387939,0.591709,67.453512,1.680782,1.296450,1.296450,0.194171
8,42,33000,0.460776,0.236835,1.271555,0.627599,67.444764,1.530935,1.237310,1.237310,0.192871
6,42,29000,0.445599,0.239573,1.266904,0.631871,67.434828,1.465174,1.210444,1.210444,0.190573
4,456,30000,0.433631,0.232047,1.265484,0.635245,67.433252,1.413310,1.188827,1.188827,0.188234
2,123,34000,0.430287,0.238111,1.222424,0.643043,67.432898,1.453066,1.205432,1.205432,0.192008
9,42,40000,0.433152,0.249130,1.186471,0.649171,67.431194,1.524373,1.234655,1.234655,0.195691
6,42,28000,0.443237,0.238215,1.276262,0.631033,67.422063,1.443108,1.201294,1.201294,0.189099
8,123,33000,0.497410,0.219269,1.344865,0.606221,67.420681,1.595600,1.263171,1.263171,0.192802
10,456,36000,0.477391,0.238551,1.298438,0.619143,67.407565,1.571175,1.253465,1.253465,0.193319
6,456,31000,0.461171,0.232778,1.301870,0.622793,67.407533,1.494740,1.222596,1.222596,0.189742
3,456,22000,0.434029,0.222319,1.348789,0.622130,67.395481,1.319327,1.148620,1.148620,0.180155
15,123,42000,0.554027,0.236057,1.342003,0.594994,67.393520,1.871278,1.367947,1.367947,0.201792
15,123,41000,0.555830,0.233804,1.352966,0.592685,67.391496,1.862184,1.364619,1.364619,0.201054
10,42,44000,0.436518,0.254030,1.179528,0.650249,67.390693,1.557712,1.248083,1.248083,0.196518
