ratio,seed,iter,BRC_star_adapted,WRC_star,collapse_score,direction_diversity,effective_rank,norm_variance,row_norm_std,sigma_weight,token_spread
20,42,4000,0.032552,0.180148,0.542929,0.884073,75.772825,0.078849,0.280801,0.280801,0.113522
20,42,3000,0.022200,0.171668,0.473800,0.901744,75.655850,0.051047,0.225936,0.225936,0.107378
20,42,5000,0.052179,0.185925,0.662349,0.854648,75.446073,0.128872,0.358987,0.358987,0.119449
20,456,3000,0.026383,0.189530,0.513240,0.893101,75.359350,0.060910,0.246800,0.246800,0.108283
20,123,3000,0.027188,0.174450,0.528680,0.890150,75.342966,0.061258,0.247503,0.247503,0.107781
15,42,4000,0.035393,0.182230,0.568457,0.878574,75.279152,0.084957,0.291473,0.291473,0.113607
20,456,4000,0.042020,0.193646,0.617421,0.867325,75.270896,0.100307,0.316713,0.316713,0.114885
15,42,3000,0.022716,0.175148,0.480405,0.900456,75.267343,0.052076,0.228202,0.228202,0.107209
20,123,4000,0.047523,0.183098,0.669229,0.856233,75.145702,0.109268,0.330557,0.330557,0.114824
15,123,3000,0.028518,0.180262,0.540668,0.887621,75.100209,0.064395,0.253762,0.253762,0.107852
15,456,3000,0.026480,0.191725,0.512611,0.893287,75.091436,0.061576,0.248144,0.248144,0.108176
20,42,6000,0.071855,0.191079,0.755401,0.830436,75.076363,0.179575,0.423763,0.423763,0.124468
12,456,3000,0.026986,0.191782,0.517079,0.892338,75.012238,0.062826,0.250652,0.250652,0.108212
12,42,3000,0.025254,0.175785,0.504890,0.895199,75.009770,0.058068,0.240972,0.240972,0.107573
8,42,3000,0.024615,0.180605,0.493521,0.897574,74.999970,0.057752,0.240317,0.240317,0.107542
20,42,2000,0.011982,0.157377,0.388491,0.923111,74.994713,0.024283,0.155829,0.155829,0.097918
15,42,5000,0.053291,0.187423,0.671751,0.852717,74.982735,0.130916,0.361824,0.361824,0.119253
12,42,4000,0.038399,0.181227,0.589808,0.873750,74.963716,0.092508,0.304151,0.304151,0.114052
7,42,3000,0.024993,0.180835,0.498365,0.896548,74.959212,0.058365,0.241589,0.241589,0.107583
15,42,6000,0.060825,0.191308,0.693777,0.845243,74.949812,0.154480,0.393039,0.393039,0.123064
6,42,3000,0.026985,0.182753,0.516662,0.892570,74.947953,0.063094,0.251186,0.251186,0.107931
15,123,4000,0.048267,0.188421,0.672737,0.855429,74.933410,0.111465,0.333863,0.333863,0.114900
20,456,5000,0.062516,0.196110,0.729017,0.839163,74.927693,0.151080,0.388690,0.388690,0.120622
20,456,2000,0.012320,0.182795,0.394640,0.921793,74.893366,0.024817,0.157534,0.157534,0.098174
10,42,3000,0.025550,0.179205,0.505163,0.895113,74.866658,0.059338,0.243594,0.243594,0.107629
9,42,3000,0.025195,0.179933,0.500779,0.896056,74.858697,0.058751,0.242386,0.242386,0.107565
20,123,5000,0.067346,0.189504,0.770741,0.830118,74.850702,0.157154,0.396426,0.396426,0.120414
12,123,3000,0.027920,0.183521,0.532950,0.889259,74.850167,0.063564,0.252119,0.252119,0.107788
15,456,4000,0.045994,0.196826,0.644137,0.861331,74.849346,0.110014,0.331683,0.331683,0.115279
12,456,4000,0.045021,0.196116,0.636007,0.863179,74.848489,0.108274,0.329050,0.329050,0.115125
20,123,2000,0.012196,0.164855,0.392571,0.922413,74.845206,0.024710,0.157193,0.157193,0.097638
15,42,2000,0.011803,0.162037,0.386355,0.923620,74.770261,0.023878,0.154523,0.154523,0.097694
8,456,3000,0.026645,0.192338,0.510623,0.893744,74.759637,0.062882,0.250763,0.250763,0.108091
10,456,3000,0.027423,0.192910,0.520859,0.891496,74.749121,0.063878,0.252740,0.252740,0.108317
6,42,2000,0.011590,0.174491,0.383674,0.924191,74.734438,0.023375,0.152887,0.152887,0.097587
15,123,2000,0.011878,0.170083,0.389748,0.923045,74.730874,0.023823,0.154347,0.154347,0.097448
12,123,4000,0.044984,0.190724,0.646007,0.861366,74.729663,0.105288,0.324481,0.324481,0.114602
10,42,4000,0.040839,0.184875,0.605779,0.870155,74.725886,0.098924,0.314522,0.314522,0.114343
7,42,4000,0.042989,0.186020,0.618589,0.867176,74.712489,0.104750,0.323651,0.323651,0.114722
15,42,7000,0.075104,0.194702,0.749964,0.829638,74.709247,0.194349,0.440851,0.440851,0.127160
5,42,3000,0.028711,0.185424,0.532701,0.889163,74.703940,0.067100,0.259036,0.259036,0.108066
15,456,2000,0.012448,0.183588,0.396174,0.921546,74.688410,0.025175,0.158667,0.158667,0.098028
20,42,7000,0.093954,0.193574,0.843218,0.806758,74.682819,0.236391,0.486201,0.486201,0.129172
8,42,4000,0.045029,0.186408,0.635299,0.863464,74.679222,0.108763,0.329793,0.329793,0.114917
12,42,5000,0.053931,0.186591,0.671440,0.852611,74.668825,0.133889,0.365908,0.365908,0.119512
9,42,4000,0.041622,0.185175,0.611251,0.868932,74.664018,0.100844,0.317560,0.317560,0.114426
7,456,3000,0.029211,0.192159,0.535424,0.888385,74.660850,0.068496,0.261717,0.261717,0.108461
9,456,3000,0.027919,0.193276,0.524811,0.890689,74.647394,0.065236,0.255414,0.255414,0.108285
2,123,3000,0.020515,0.194943,0.446588,0.907612,74.625933,0.049306,0.222049,0.222049,0.106874
8,42,2000,0.011982,0.171822,0.385821,0.923726,74.625578,0.024676,0.157087,0.157087,0.097693
7,42,2000,0.011754,0.172376,0.385145,0.923872,74.610242,0.023839,0.154399,0.154399,0.097661
12,456,5000,0.062462,0.198221,0.722823,0.840495,74.597578,0.153350,0.391599,0.391599,0.120669
20,123,6000,0.084733,0.193768,0.838293,0.811309,74.581928,0.201650,0.449055,0.449055,0.125090
12,456,2000,0.012579,0.183375,0.395504,0.921676,74.581608,0.025792,0.160598,0.160598,0.098036
5,42,2000,0.011493,0.178260,0.381495,0.924648,74.581537,0.023264,0.152524,0.152524,0.097518
6,42,4000,0.048117,0.188800,0.656236,0.858658,74.578621,0.115894,0.340432,0.340432,0.115383
7,123,3000,0.029329,0.188301,0.543293,0.887076,74.559242,0.067457,0.259724,0.259724,0.107851
15,123,5000,0.072259,0.192402,0.796583,0.824035,74.555972,0.168630,0.410646,0.410646,0.120900
5,456,3000,0.027673,0.192687,0.518636,0.891994,74.554159,0.065645,0.256214,0.256214,0.108251
9,42,2000,0.011191,0.170687,0.379635,0.925030,74.553021,0.022281,0.149269,0.149269,0.097480
12,42,2000,0.012880,0.165025,0.398973,0.921030,74.546622,0.026603,0.163106,0.163106,0.097933
10,42,2000,0.012641,0.169535,0.392957,0.922242,74.542570,0.026427,0.162564,0.162564,0.097878
3,42,3000,0.025961,0.186419,0.505334,0.895054,74.539193,0.061197,0.247380,0.247380,0.107676
15,456,5000,0.064686,0.200516,0.737808,0.837035,74.536457,0.157555,0.396931,0.396931,0.120878
6,456,3000,0.029694,0.193672,0.537932,0.887801,74.534395,0.070042,0.264655,0.264655,0.108575
4,123,3000,0.023222,0.191605,0.479031,0.900812,74.530664,0.054811,0.234117,0.234117,0.107059
12,123,2000,0.012077,0.172499,0.389743,0.923031,74.529882,0.024621,0.156910,0.156910,0.097486
10,123,3000,0.030282,0.185796,0.553947,0.884714,74.525333,0.068997,0.262672,0.262672,0.108117
20,456,6000,0.085240,0.197546,0.830387,0.812570,74.520642,0.206830,0.454786,0.454786,0.125714
4,42,3000,0.029539,0.188160,0.541361,0.887310,74.515774,0.068712,0.262130,0.262130,0.108160
10,456,4000,0.046712,0.197505,0.646858,0.860609,74.499467,0.112302,0.335115,0.335115,0.115490
2,42,3000,0.026183,0.188188,0.506739,0.894776,74.475279,0.061920,0.248837,0.248837,0.107648
9,123,3000,0.030790,0.186520,0.558115,0.883851,74.472154,0.070273,0.265091,0.265091,0.108109
6,123,3000,0.030187,0.188745,0.550431,0.885504,74.471337,0.069512,0.263651,0.263651,0.108012
2,123,4000,0.034408,0.200176,0.546154,0.883263,74.468177,0.086877,0.294749,0.294749,0.113743
4,123,4000,0.035630,0.196606,0.562367,0.879911,74.467786,0.088028,0.296694,0.296694,0.113542
8,123,3000,0.030146,0.190031,0.551202,0.885351,74.463312,0.069136,0.262938,0.262938,0.107998
4,42,2000,0.011749,0.179569,0.382931,0.924322,74.457702,0.024103,0.155251,0.155251,0.097627
8,456,4000,0.047148,0.197243,0.649887,0.860046,74.446306,0.113491,0.336884,0.336884,0.115351
10,456,2000,0.012276,0.185983,0.391107,0.922549,74.440485,0.025121,0.158495,0.158495,0.098030
10,42,5000,0.058577,0.189665,0.697838,0.846481,74.417416,0.145587,0.381558,0.381558,0.119993
3,42,2000,0.011036,0.178563,0.374886,0.926000,74.415996,0.022243,0.149141,0.149141,0.097393
8,456,2000,0.012559,0.185412,0.390712,0.922646,74.406629,0.026361,0.162360,0.162360,0.097983
12,123,5000,0.066258,0.194830,0.756412,0.833221,74.401024,0.157830,0.397278,0.397278,0.120487
7,456,2000,0.012755,0.185298,0.392003,0.922377,74.396412,0.027003,0.164325,0.164325,0.098016
7,123,2000,0.012216,0.179912,0.388103,0.923375,74.380060,0.025417,0.159428,0.159428,0.097434
2,42,2000,0.011181,0.178726,0.372659,0.926432,74.372541,0.023100,0.151986,0.151986,0.097414
7,456,4000,0.049596,0.196313,0.665390,0.856451,74.363924,0.119369,0.345498,0.345498,0.115736
5,42,4000,0.049498,0.191190,0.665461,0.856596,74.357541,0.119136,0.345161,0.345161,0.115496
9,456,2000,0.012523,0.187025,0.391730,0.922448,74.356549,0.026074,0.161474,0.161474,0.097972
9,456,4000,0.048256,0.196771,0.658813,0.858053,74.353038,0.115573,0.339960,0.339960,0.115458
5,123,3000,0.027753,0.190233,0.526282,0.890717,74.351939,0.064495,0.253960,0.253960,0.107651
3,123,3000,0.025858,0.192479,0.504160,0.895348,74.351053,0.061052,0.247088,0.247088,0.107576
15,456,6000,0.079026,0.203107,0.791185,0.821812,74.336589,0.196688,0.443495,0.443495,0.125217
5,456,2000,0.011742,0.185851,0.380177,0.924780,74.328260,0.024366,0.156096,0.156096,0.097854
6,123,2000,0.012288,0.180218,0.387021,0.923598,74.326204,0.025866,0.160830,0.160830,0.097410
20,42,8000,0.113866,0.196329,0.909186,0.787954,74.320853,0.288355,0.536987,0.536987,0.133226
4,456,3000,0.028659,0.196068,0.527396,0.890093,74.307919,0.067993,0.260754,0.260754,0.108396
9,123,4000,0.049067,0.191996,0.673024,0.855240,74.300195,0.114890,0.338955,0.338955,0.115090
10,123,4000,0.051064,0.192038,0.688964,0.851705,74.299911,0.118569,0.344338,0.344338,0.115244
6,456,2000,0.012767,0.185815,0.392649,0.922245,74.298494,0.026962,0.164201,0.164201,0.098026
3,123,4000,0.038922,0.197318,0.587781,0.874150,74.281809,0.095648,0.309270,0.309270,0.114111
10,123,2000,0.012691,0.175953,0.394773,0.921985,74.280286,0.026462,0.162671,0.162671,0.097620
12,42,6000,0.072943,0.190319,0.756716,0.830050,74.278303,0.184216,0.429204,0.429204,0.124588
15,42,8000,0.097489,0.197443,0.837592,0.806019,74.273415,0.252578,0.502571,0.502571,0.131593
8,123,2000,0.012537,0.179994,0.390929,0.922803,74.272778,0.026374,0.162401,0.162401,0.097470
9,123,2000,0.012127,0.175961,0.385783,0.923836,74.269520,0.025351,0.159220,0.159220,0.097427
12,456,6000,0.080826,0.199737,0.799548,0.819724,74.267536,0.201017,0.448349,0.448349,0.125472
8,42,5000,0.066449,0.189661,0.744276,0.835527,74.253018,0.163227,0.404013,0.404013,0.120984
7,42,5000,0.065335,0.190732,0.735169,0.837591,74.252169,0.161836,0.402288,0.402288,0.120914
7,123,4000,0.051223,0.194064,0.686102,0.852309,74.243495,0.120286,0.346822,0.346822,0.115261
4,123,2000,0.011269,0.185970,0.377587,0.925555,74.226610,0.022915,0.151378,0.151378,0.097160
20,123,7000,0.106013,0.196681,0.913441,0.790232,74.213727,0.255410,0.505381,0.505381,0.129646
5,123,2000,0.011779,0.184115,0.382027,0.924628,74.207641,0.024421,0.156272,0.156272,0.097295
5,123,4000,0.042640,0.195705,0.620934,0.866910,74.203926,0.102643,0.320380,0.320380,0.114339
3,456,3000,0.029031,0.194020,0.532061,0.889171,74.196142,0.068614,0.261943,0.261943,0.108301
5,456,4000,0.048724,0.197506,0.656543,0.858428,74.193665,0.118451,0.344167,0.344167,0.115632
8,123,4000,0.051614,0.194737,0.689988,0.851448,74.190269,0.120719,0.347447,0.347447,0.115296
2,123,2000,0.011101,0.189844,0.372573,0.926480,74.174068,0.022797,0.150987,0.150987,0.097332
9,42,5000,0.065144,0.189147,0.738674,0.836957,74.171309,0.159638,0.399547,0.399547,0.120725
2,123,5000,0.049460,0.204262,0.630272,0.861734,74.167631,0.127961,0.357717,0.357717,0.119376
15,123,6000,0.095731,0.195419,0.890737,0.798581,74.163918,0.225897,0.475286,0.475286,0.126126
8,456,5000,0.065387,0.198840,0.738200,0.836860,74.162291,0.160645,0.400805,0.400805,0.120997
4,456,2000,0.011927,0.187820,0.384547,0.923930,74.161619,0.024583,0.156791,0.156791,0.097816
6,123,4000,0.052072,0.193935,0.691368,0.851094,74.160488,0.122287,0.349695,0.349695,0.115379
6,456,4000,0.051957,0.196927,0.678045,0.853456,74.157199,0.125704,0.354547,0.354547,0.116127
10,456,5000,0.066833,0.199695,0.747724,0.834558,74.152143,0.163189,0.403966,0.403966,0.121261
1,42,2000,0.011781,0.182804,0.376483,0.925571,74.139698,0.025054,0.158285,0.158285,0.097697
9,456,5000,0.065262,0.198755,0.739179,0.836711,74.124356,0.159740,0.399675,0.399675,0.120906
3,123,2000,0.011551,0.186718,0.381628,0.924685,74.122801,0.023521,0.153367,0.153367,0.097351
1,42,3000,0.030464,0.189968,0.545025,0.886465,74.120044,0.071994,0.268318,0.268318,0.108312
2,456,3000,0.028312,0.195702,0.524161,0.890851,74.114884,0.067282,0.259388,0.259388,0.108236
1,456,3000,0.025174,0.196954,0.492684,0.897486,74.105944,0.060304,0.245570,0.245570,0.108073
20,456,7000,0.109914,0.198927,0.921383,0.787691,74.079022,0.268020,0.517707,0.517707,0.130424
2,42,4000,0.046806,0.196754,0.644304,0.861316,74.071251,0.113907,0.337501,0.337501,0.115247
3,42,4000,0.049470,0.194380,0.664957,0.856709,74.066978,0.119191,0.345241,0.345241,0.115489
4,42,4000,0.053626,0.194841,0.695340,0.849832,74.057337,0.127525,0.357106,0.357106,0.115963
6,42,5000,0.072264,0.192382,0.774636,0.828239,74.052287,0.177006,0.420721,0.420721,0.121732
12,123,6000,0.087106,0.197093,0.841026,0.810303,74.040529,0.210851,0.459185,0.459185,0.125554
3,456,2000,0.012117,0.186548,0.386699,0.923504,74.029409,0.025089,0.158396,0.158396,0.097817
1,123,3000,0.024437,0.197316,0.485455,0.899303,74.013843,0.058893,0.242680,0.242680,0.107427
4,123,5000,0.056040,0.200851,0.682057,0.850186,74.008585,0.139925,0.374066,0.374066,0.119651
15,456,7000,0.098031,0.204331,0.858814,0.802831,74.000751,0.247200,0.497192,0.497192,0.129583
15,42,9000,0.113473,0.199665,0.884415,0.792005,73.992142,0.297631,0.545556,0.545556,0.135178
3,123,5000,0.055988,0.200271,0.679990,0.850512,73.979229,0.140275,0.374533,0.374533,0.119839
4,456,4000,0.049256,0.199442,0.657465,0.858102,73.960289,0.120495,0.347124,0.347124,0.115825
7,456,5000,0.072716,0.197831,0.780288,0.826972,73.954117,0.176615,0.420256,0.420256,0.121749
10,123,5000,0.074035,0.195432,0.801347,0.822673,73.940224,0.174309,0.417503,0.417503,0.121286
2,456,2000,0.012307,0.188059,0.386375,0.923548,73.939484,0.025913,0.160975,0.160975,0.097869
5,42,5000,0.070320,0.195120,0.763664,0.830801,73.932609,0.172727,0.415605,0.415605,0.121562
0,42,2000,0.013022,0.189154,0.392401,0.922153,73.932186,0.027979,0.167270,0.167270,0.098387
9,123,5000,0.072927,0.194351,0.793050,0.824523,73.921787,0.172718,0.415594,0.415594,0.121269
1,123,4000,0.037697,0.201220,0.573214,0.877310,73.907936,0.094402,0.307249,0.307249,0.114039
10,42,6000,0.083410,0.191976,0.809669,0.817412,73.906632,0.208688,0.456823,0.456823,0.125509
12,456,7000,0.101368,0.200076,0.873559,0.799133,73.886512,0.254676,0.504654,0.504654,0.129941
15,42,10000,0.120453,0.201759,0.895186,0.787291,73.886441,0.320673,0.566280,0.566280,0.137614
1,456,2000,0.011538,0.189732,0.384084,0.924015,73.869990,0.023058,0.151847,0.151847,0.097835
1,456,4000,0.040663,0.201488,0.591240,0.872862,73.858825,0.102295,0.319836,0.319836,0.115036
12,42,7000,0.093229,0.192977,0.833071,0.809028,73.857698,0.238322,0.488182,0.488182,0.129239
20,42,9000,0.141356,0.197476,0.994491,0.763792,73.844351,0.358128,0.598438,0.598438,0.137517
8,123,5000,0.073205,0.197813,0.793480,0.824433,73.834492,0.173857,0.416962,0.416962,0.121262
20,123,8000,0.127893,0.199791,0.979036,0.771028,73.832310,0.311980,0.558551,0.558551,0.133875
7,123,5000,0.074574,0.196854,0.799381,0.823014,73.824354,0.177540,0.421354,0.421354,0.121404
2,456,4000,0.048075,0.199409,0.648870,0.860125,73.798590,0.118128,0.343697,0.343697,0.115568
3,456,4000,0.052091,0.197661,0.679849,0.853167,73.797077,0.125855,0.354760,0.354760,0.115979
2,42,5000,0.062507,0.202571,0.715211,0.841934,73.787752,0.156381,0.395450,0.395450,0.121006
8,42,6000,0.090382,0.192756,0.843496,0.809020,73.782932,0.223967,0.473251,0.473251,0.126415
6,123,5000,0.074230,0.196105,0.796723,0.823618,73.778922,0.177112,0.420846,0.420846,0.121384
9,456,6000,0.084283,0.200954,0.815418,0.815924,73.774735,0.209647,0.457872,0.457872,0.125744
2,123,6000,0.068456,0.207324,0.720642,0.838115,73.759997,0.178816,0.422867,0.422867,0.124640
1,123,2000,0.011470,0.194276,0.374904,0.925953,73.759223,0.023996,0.154905,0.154905,0.097510
7,42,6000,0.089979,0.193566,0.839810,0.809885,73.757359,0.223999,0.473285,0.473285,0.126379
5,456,5000,0.071076,0.199797,0.766132,0.830108,73.757289,0.175024,0.418359,0.418359,0.121753
8,456,6000,0.087415,0.200951,0.830580,0.812209,73.749059,0.216681,0.465490,0.465490,0.126097
9,123,6000,0.088175,0.196395,0.845523,0.809047,73.747266,0.213224,0.461762,0.461762,0.125840
10,456,6000,0.088596,0.201962,0.836205,0.810740,73.746563,0.219134,0.468118,0.468118,0.126332
5,123,5000,0.065880,0.198295,0.747277,0.835210,73.742905,0.159825,0.399782,0.399782,0.120521
1,42,4000,0.052181,0.197891,0.680500,0.853061,73.721600,0.126108,0.355117,0.355117,0.115928
6,456,6000,0.081605,0.201540,0.792900,0.820824,73.712003,0.207430,0.455445,0.455445,0.125975
12,42,8000,0.102536,0.196211,0.853857,0.801545,73.699983,0.266949,0.516671,0.516671,0.132422
4,123,6000,0.071727,0.203554,0.747543,0.832182,73.699316,0.182680,0.427411,0.427411,0.124492
6,456,5000,0.075748,0.199367,0.790775,0.824230,73.698859,0.185719,0.430951,0.430951,0.122275
20,456,8000,0.133508,0.199690,0.992801,0.766996,73.691725,0.328316,0.572988,0.572988,0.134693
15,123,7000,0.124262,0.197156,0.987799,0.771645,73.690531,0.296112,0.544162,0.544162,0.131176
12,123,7000,0.108536,0.198632,0.913490,0.789745,73.678514,0.266476,0.516213,0.516213,0.130166
0,42,3000,0.034771,0.198144,0.576395,0.879160,73.674896,0.082799,0.287748,0.287748,0.109648
15,456,8000,0.116542,0.205696,0.914180,0.786446,73.672683,0.297815,0.545724,0.545724,0.133602
9,42,6000,0.090405,0.191605,0.845946,0.808602,73.665130,0.223107,0.472342,0.472342,0.126253
7,42,7000,0.098189,0.196763,0.854642,0.803582,73.659405,0.249899,0.499899,0.499899,0.129824
1,123,5000,0.052545,0.205063,0.649990,0.857249,73.600526,0.135492,0.368093,0.368093,0.119620
10,123,6000,0.095810,0.197003,0.884546,0.799738,73.582489,0.228887,0.478422,0.478422,0.126401
8,123,6000,0.091922,0.199309,0.862117,0.805026,73.557161,0.222275,0.471460,0.471460,0.126157
7,456,6000,0.094699,0.199653,0.864165,0.803898,73.550286,0.233198,0.482906,0.482906,0.126927
4,42,5000,0.077965,0.200631,0.806197,0.820742,73.544500,0.189166,0.434933,0.434933,0.122351
6,42,6000,0.099140,0.195844,0.880279,0.799763,73.525811,0.245139,0.495116,0.495116,0.127470
3,42,5000,0.075701,0.200397,0.792218,0.823944,73.525635,0.184887,0.429985,0.429985,0.122231
4,456,5000,0.071429,0.201960,0.763504,0.830521,73.518589,0.177628,0.421460,0.421460,0.121976
15,42,11000,0.140582,0.202625,0.950064,0.770975,73.507266,0.376788,0.613831,0.613831,0.141062
3,123,6000,0.078938,0.202692,0.785334,0.823045,73.491775,0.198998,0.446092,0.446092,0.125325
4,123,7000,0.085153,0.205350,0.791884,0.818966,73.487816,0.221248,0.470370,0.470370,0.128611
20,123,9000,0.148013,0.201394,1.027871,0.755613,73.476393,0.366813,0.605651,0.605651,0.137760
0,123,3000,0.029982,0.198127,0.534027,0.888550,73.468230,0.072370,0.269016,0.269016,0.108697
12,456,8000,0.125185,0.201122,0.948759,0.777681,73.463360,0.317069,0.563089,0.563089,0.134326
12,42,9000,0.114634,0.197993,0.880386,0.792476,73.459858,0.305132,0.552387,0.552387,0.135719
5,123,6000,0.083532,0.200443,0.815437,0.816193,73.443956,0.206532,0.454458,0.454458,0.125409
2,456,5000,0.067043,0.202950,0.739029,0.836346,73.443466,0.167823,0.409662,0.409662,0.121444
9,456,7000,0.101683,0.202228,0.872614,0.799361,73.442486,0.256846,0.506799,0.506799,0.129928
15,123,8000,0.142497,0.198936,1.032874,0.757305,73.437198,0.344736,0.587142,0.587142,0.134971
1,456,5000,0.061524,0.204298,0.701709,0.844720,73.430860,0.156987,0.396216,0.396216,0.121288
0,123,2000,0.013141,0.192843,0.392097,0.922264,73.425153,0.028576,0.169044,0.169044,0.098257
9,123,7000,0.109436,0.197371,0.918092,0.788441,73.420461,0.267580,0.517282,0.517282,0.130434
0,456,3000,0.031892,0.201163,0.553077,0.884185,73.409609,0.075831,0.275374,0.275374,0.109401
0,456,2000,0.014123,0.191346,0.410502,0.918391,73.394664,0.029948,0.173054,0.173054,0.098804
8,456,7000,0.108254,0.201561,0.900793,0.792254,73.386545,0.271535,0.521091,0.521091,0.130626
1,123,6000,0.063588,0.208684,0.689774,0.845402,73.378077,0.169177,0.411312,0.411312,0.124128
7,123,6000,0.098186,0.199342,0.889391,0.798298,73.369505,0.236964,0.486790,0.486790,0.126786
10,42,7000,0.109821,0.193585,0.907174,0.790844,73.362508,0.275696,0.525068,0.525068,0.130558
8,42,7000,0.114861,0.194818,0.929304,0.785123,73.351245,0.285737,0.534544,0.534544,0.131223
10,456,7000,0.109540,0.203028,0.904945,0.791081,73.347677,0.274909,0.524318,0.524318,0.130864
20,42,10000,0.169988,0.197911,1.070619,0.741334,73.345369,0.431873,0.657171,0.657171,0.141604
3,456,5000,0.075973,0.200163,0.792840,0.823812,73.344320,0.185936,0.431203,0.431203,0.122224
6,123,6000,0.098359,0.197734,0.890200,0.798172,73.339948,0.237503,0.487343,0.487343,0.126722
15,456,9000,0.135594,0.206738,0.965105,0.770993,73.333339,0.350576,0.592095,0.592095,0.137287
5,42,6000,0.100136,0.197709,0.884265,0.798739,73.329318,0.247550,0.497544,0.497544,0.127603
6,456,7000,0.101770,0.203063,0.862137,0.801222,73.322919,0.262121,0.511977,0.511977,0.130564
9,42,7000,0.110631,0.192932,0.912958,0.789361,73.303028,0.275852,0.525216,0.525216,0.130721
5,456,6000,0.094635,0.201121,0.858321,0.805052,73.298135,0.235648,0.485436,0.485436,0.127127
2,123,7000,0.091103,0.209498,0.811303,0.813704,73.268607,0.239143,0.489023,0.489023,0.129626
7,42,8000,0.119781,0.198808,0.922056,0.784114,73.266825,0.307840,0.554834,0.554834,0.134135
15,42,13000,0.156353,0.204989,0.968125,0.762157,73.254179,0.432151,0.657382,0.657382,0.145674
2,42,6000,0.085639,0.207908,0.809629,0.816442,73.253096,0.217666,0.466547,0.466547,0.126719
12,123,8000,0.132859,0.199943,0.986198,0.768633,73.253026,0.329747,0.574236,0.574236,0.134605
9,456,10000,0.116404,0.206544,0.867331,0.793721,73.240837,0.318439,0.564304,0.564304,0.137832
1,42,5000,0.075901,0.204349,0.789194,0.824462,73.232316,0.186961,0.432390,0.432390,0.122426
9,456,8000,0.115489,0.203406,0.907083,0.788187,73.214998,0.297289,0.545242,0.545242,0.133510
7,456,7000,0.114282,0.201101,0.925045,0.786037,73.213392,0.285287,0.534122,0.534122,0.131300
20,456,9000,0.159002,0.201207,1.060428,0.746747,73.211088,0.394179,0.627837,0.627837,0.138822
15,42,12000,0.156888,0.204574,0.985243,0.759441,73.205921,0.425342,0.652183,0.652183,0.144162
3,123,7000,0.095742,0.204986,0.841815,0.806630,73.202047,0.245147,0.495123,0.495123,0.129706
0,123,4000,0.047129,0.204209,0.635857,0.862854,73.193426,0.118090,0.343643,0.343643,0.115687
2,123,8000,0.096031,0.212377,0.806613,0.812242,73.188679,0.261593,0.511462,0.511462,0.132773
10,123,7000,0.119944,0.199020,0.962857,0.777373,73.184282,0.290269,0.538766,0.538766,0.131215
9,456,9000,0.119140,0.205259,0.899077,0.787800,73.179536,0.315226,0.561450,0.561450,0.136020
8,123,7000,0.115122,0.200358,0.938200,0.783263,73.178036,0.282131,0.531160,0.531160,0.131014
4,456,6000,0.088525,0.204415,0.822235,0.813490,73.156893,0.225283,0.474640,0.474640,0.126833
0,42,4000,0.058944,0.205621,0.713247,0.844808,73.143813,0.144260,0.379816,0.379816,0.117585
12,456,9000,0.144011,0.201545,0.994703,0.763223,73.126481,0.369921,0.608211,0.608211,0.138038
0,456,4000,0.048493,0.206320,0.642931,0.860864,73.112255,0.121474,0.348531,0.348531,0.116409
15,42,14000,0.166587,0.205561,0.983168,0.756135,73.067993,0.466638,0.683109,0.683109,0.148040
2,456,6000,0.087514,0.205934,0.817646,0.814583,73.059457,0.222770,0.471986,0.471986,0.126769
20,123,10000,0.172137,0.202913,1.084139,0.738007,73.052386,0.431687,0.657029,0.657029,0.141660
5,123,7000,0.104631,0.201867,0.888032,0.795674,73.051898,0.262225,0.512079,0.512079,0.130089
10,42,8000,0.129522,0.195956,0.963662,0.773937,73.041901,0.328269,0.572947,0.572947,0.134587
7,123,7000,0.119379,0.200632,0.953525,0.779362,73.024628,0.292747,0.541061,0.541061,0.131392
15,123,9000,0.168514,0.200473,1.097484,0.737599,73.021703,0.412418,0.642198,0.642198,0.139093
4,42,6000,0.105893,0.203730,0.909757,0.792356,73.016585,0.260070,0.509971,0.509971,0.128242
4,123,8000,0.107813,0.207237,0.870668,0.796999,73.013800,0.282063,0.531096,0.531096,0.133156
20,456,10000,0.175656,0.201579,1.092675,0.735559,72.994271,0.441232,0.664253,0.664253,0.142012
6,42,7000,0.127769,0.198272,0.972693,0.773548,72.978436,0.318343,0.564219,0.564219,0.132810
9,123,8000,0.135779,0.198326,0.998168,0.765346,72.976870,0.334820,0.578636,0.578636,0.135084
1,456,6000,0.082681,0.207989,0.789665,0.820960,72.976765,0.213260,0.461801,0.461801,0.126730
12,42,10000,0.139627,0.199424,0.953465,0.771308,72.972694,0.372763,0.610543,0.610543,0.139854
10,456,8000,0.131653,0.203676,0.968570,0.772297,72.952063,0.334292,0.578180,0.578180,0.135092
9,42,8000,0.130182,0.195324,0.967796,0.772804,72.942532,0.328324,0.572996,0.572996,0.134756
20,42,11000,0.194628,0.198385,1.125689,0.724022,72.939193,0.497348,0.705229,0.705229,0.145163
8,456,8000,0.131213,0.202315,0.968789,0.772392,72.936932,0.332338,0.576487,0.576487,0.134941
20,123,11000,0.181583,0.203854,1.092188,0.733212,72.932863,0.463251,0.680625,0.680625,0.144269
