direction_diversity,sigma_weight,BRC_star_adapted,token_spread,collapse_score,norm_variance,effective_rank,ratio,seed,iter
0.6839728653430939,0.8868891000747681,0.280281021055071,0.15997007489204407,1.2156288941646092,0.786572277545929,69.99194641201899,5,456,15000
0.6383955776691437,1.2196767330169678,0.4410405004729867,0.19170604646205902,1.23961922187269,1.4876114130020142,67.2967008352159,5,456,34000
0.6340469121932983,1.2697558403015137,0.4646710705189321,0.19655829668045044,1.234000504801341,1.6122798919677734,66.90787602546774,5,456,38000
0.6549615859985352,1.0106106996536255,0.3486995129813977,0.1701257824897766,1.2773249958638193,1.0213340520858765,68.91875010593915,5,456,19000
0.6443190574645996,1.074084997177124,0.38203156415909234,0.1761132925748825,1.2881702985702472,1.1536585092544556,68.46346460598156,5,456,22000
0.6302280724048615,1.3108083009719849,0.48470011215811937,0.19998815655708313,1.232621753601718,1.7182185649871826,66.49155121133398,5,456,41000
0.6940197646617889,0.8494731187820435,0.2599219847984138,0.15700531005859375,1.190559974299565,0.721604585647583,70.34413224854165,5,456,14000
0.6395314335823059,1.2235890626907349,0.4410653953124992,0.19266001880168915,1.23169733909555,1.497170090675354,67.33261864301473,5,456,35000
0.6345082819461823,1.2778536081314087,0.46704491065721854,0.19749949872493744,1.2285456601449427,1.6329100131988525,66.84900685674332,5,456,39000
0.662155956029892,0.9800511002540588,0.331104427007185,0.1676502525806427,1.2622593878117714,0.960500180721283,69.1858841764702,5,456,18000
0.6504442691802979,1.0680978298187256,0.3733597174892225,0.17642007768154144,1.2645815519320525,1.1408329010009766,68.5288856285542,5,456,23000
0.9212983250617981,0.07366065680980682,0.005797217067979865,0.07450136542320251,0.45100893478589,0.005425892770290375,72.06416453185165,5,456,1000
0.6331177651882172,1.2925337553024292,0.4742076727150213,0.19863490760326385,1.2285309770255843,1.6706435680389404,66.68975264951669,5,456,40000
0.6374996900558472,1.2393373250961304,0.44926016447270456,0.19395476579666138,1.233183986528413,1.5359569787979126,67.16266800523567,5,456,36000
0.6664610803127289,0.9566584229469299,0.3190828168994475,0.16551391780376434,1.2562012660058846,0.9151953458786011,69.38159559947461,5,456,17000
0.9247802793979645,0.15609610080718994,0.011741505089783999,0.09785445034503937,0.3801770466666758,0.024365991353988647,74.32826004974547,5,456,2000
0.6484631597995758,1.0389163494110107,0.36521737070450655,0.17243525385856628,1.2903500381155635,1.0793472528457642,68.67422397025254,5,456,20000
0.6297336518764496,1.3304709196090698,0.4926286086882321,0.2021525502204895,1.2254285057443874,1.7701528072357178,66.37687578811479,5,456,43000
0.6356536448001862,1.2558369636535645,0.4575596204323773,0.19527117908000946,1.2339380915368212,1.577126383781433,66.99327411011986,5,456,37000
0.6750728487968445,0.9224976897239685,0.29974454631350156,0.16277766227722168,1.236509786971041,0.8510019779205322,69.67669963288589,5,456,16000
0.8919936046004295,0.25621363520622253,0.02767271119084458,0.1082509309053421,0.518635834807689,0.06564541906118393,74.55415855039638,5,456,3000
0.6425216495990753,1.0666515827178955,0.38130484824252875,0.17470431327819824,1.3013204857795575,1.1377456188201904,68.43911507781975,5,456,21000
0.6268621385097504,1.3306955099105835,0.4965328768627124,0.20145316421985626,1.2377971299651451,1.7707504034042358,66.294286552779,5,456,42000
0.7216036915779114,0.7413989901542664,0.20640274192681218,0.14784590899944305,1.123263682446799,0.5496724247932434,71.23141838065997,5,456,11000
0.6454347968101501,1.1605618000030518,0.41149483043245993,0.18627208471298218,1.2385601744764556,1.346903681755066,67.84499050219651,5,456,30000
0.7644708603620529,0.6018233895301819,0.14174694515003683,0.1364595741033554,0.9960651436130827,0.362191379070282,72.38175670903878,5,456,8000
0.6324530243873596,1.3382275104522705,0.4918614741483651,0.2033250480890274,1.211726423281613,1.7908529043197632,66.24818129841613,5,456,45000
0.6321044564247131,1.3694883584976196,0.5038286640695091,0.20667757093906403,1.1996167259600041,1.8754984140396118,65.97851424863421,5,456,49000
0.6523399353027344,1.0976712703704834,0.381616464873332,0.18017126619815826,1.2408840828501457,1.204882264137268,68.32958416100286,5,456,26000
0.858428105711937,0.34416717290878296,0.04872439862046374,0.11563234031200409,0.6565429567903356,0.11845105141401291,74.19366520794007,5,456,4000
0.7356356382369995,0.6949837803840637,0.1837289435368703,0.14417561888694763,1.0826812397080487,0.4830024540424347,71.63139741471574,5,456,10000
0.647556334733963,1.162794828414917,0.4098196712789459,0.18684127926826477,1.2287062244497189,1.352091908454895,67.79505892192695,5,456,31000
0.7494991719722748,0.6492931842803955,0.16264848029499746,0.14044059813022614,1.0418408121412603,0.4215816557407379,72.03025635762471,5,456,9000
0.6307172775268555,1.335662603378296,0.49323712248110496,0.20276960730552673,1.219682271809069,1.7839946746826172,66.29096742005417,5,456,44000
0.6332650482654572,1.3600646257400513,0.4987832348766368,0.2059146910905838,1.1988144486527772,1.849775791168213,66.09883633710886,5,456,48000
0.648084431886673,1.121346354484558,0.39461923939024146,0.18213245272636414,1.2473416819391723,1.2574176788330078,68.10643622863827,5,456,27000
0.8301078379154205,0.41835859417915344,0.07107584609176154,0.12175314128398895,0.7661319298607204,0.1750239133834839,73.75728864995078,5,456,5000
0.6439288258552551,1.1840428113937378,0.4216035140906129,0.1885715276002884,1.2339095859725735,1.401957392692566,67.59482954754301,5,456,32000
0.7037190496921539,0.8126113414764404,0.24076126048357338,0.15398430824279785,1.1665325009945673,0.6603372097015381,70.66152272389206,5,456,13000
0.6440801322460175,1.1440036296844482,0.40717362058736484,0.18402211368083954,1.2531413950180506,1.3087443113327026,67.89330776073265,5,456,28000
